account,transaction_type_code,booking_amount,booking_datetime_utc,counterparty_iban,counterparty_name,crdt_dbit
ba132d53f5c706e03567bbd67b38f2a9,pt,802.23,2023-07-18 10:37:34,NLFAKELOUT2337969656,cdb92953a44ce22875a01c1b9d207840,crdt
92530308220d67ad1821423685844822,po,735.73,2024-03-07 02:22:24,NLFAKEXDLS6342983805,019927cf3bb0efef18ad3e14719e86d3,dbit
131c51ad4cba52901aaabe999ab74cbf,pt,46.15,2023-10-04 01:39:01,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,crdt
b9085780d730fa6baf861a5bc33498a5,po,771.03,2023-04-26 14:25:54,NLFAKEYTHV2642795721,5873d59277623b67d5e86209e4be461b,crdt
50302f079f90d2aff90ec94dfde35801,pt,998.42,2023-07-31 13:01:55,NLFAKENJND8134173474,67e6ded53e916199e84100026c15d9b3,dbit
f86af4afed8cb2b2efc0515ec8bfeec5,pr,754.88,2023-08-09 09:19:42,NLFAKEMSFE9670534916,751f8a7570e3eee26ff1e10dfe935ac1,dbit
030843beb78f362ee3cad7c4a61c68d7,pt,557.82,2023-08-14 20:24:20,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
b5e487f0210e7392bff659fa3635bca9,pt,746.92,2023-03-07 12:34:37,NLFAKEKDLN3724085946,1f783cc843389ab9f9c88aea36c4bab7,dbit
ea7ef55962b0cf118957f09fee843196,po,529.31,2023-08-11 06:59:15,NLFAKEHGLQ6049363646,07eba4603e7c12bd4c6e5b77fb1d935b,dbit
04622c5a8cc8b0f4e58e7df07b40dd09,pt,402.08,2023-11-14 13:05:45,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
10145071b0b31c60f3a7aa2d3a9a96a5,pr,760.9,2023-04-13 11:15:39,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
16816c20b4bb2999d4e8f2ee72106faa,pt,324.62,2023-09-10 15:19:32,ATFAKE8031590178132812,abc10662944ddd98866f166782741e6a,crdt
c5b3a5aed86f21467bc70c7a20a83542,pt,448.38,2023-02-27 08:35:09,NLFAKEFXGW7062022393,bcfcd5c3a92569dc05b12f3d7de7119f,crdt
7e8de1d60cd7beb1f78d6c3698b84b49,pt,977.12,2023-09-15 07:02:02,NLFAKEYZQD4732904308,bada4cf20d89a2a979828764728ec9c4,dbit
7ed1efce08ee3cb7396a0d8f9d506ed8,pt,983.71,2023-11-15 21:56:34,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
db4b6c356c8e2072eca3f0792855bad2,pr,277.01,2024-01-20 23:24:12,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
f90c92c8ce17613c7490a2c2f1a22e0d,po,615.79,2023-04-19 09:03:18,NLFAKENGTX7492872744,73209fd06a15d46e7a9b20ba43bb7e83,crdt
99bf2db0a7dcd427800ec0d38c3beedd,po,275.65,2023-09-27 06:22:50,NLFAKEQIFP4986676097,03b4937a5be7e7e501ded29f46e42c0d,crdt
49f9550ce6a60dcae363c69dcd846b18,po,840.17,2023-09-01 07:51:58,DEFAKE408179006595163911,b207e03abf14e77f533f889bcde231bc,dbit
6101986d80b3cb5cb5d9abd2256af681,pt,159.83,2023-01-03 13:43:26,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
8cae51cfc13db53ec4c88e99b3988ae0,pt,210.37,2023-06-24 11:41:24,NLFAKEZPAM7792619101,b5c96c348be524f4e6e184f2357b5ac3,crdt
7b928afebe0562afc556c559d4ee20f1,po,999.26,2023-08-04 11:33:35,NLFAKEAPXU8581873351,0a6cb3551787d1a52f225c4bbdd7b00b,crdt
0c1537648462158ef4e642a792f7a0f2,pt,504.18,2023-04-01 04:36:29,NLFAKEZITX0652785249,c0d91fee369c89d74b3b33db44369d45,crdt
bc5829aeae909c36dccf0d915037ad04,po,968.58,2023-06-09 11:09:35,NLFAKEHEMV1408748090,ad5e7cd5e400524332f640611b2d53bb,dbit
cec49ce9b748fecef42d90016d8f9012,pr,256.61,2023-02-17 15:16:10,NLFAKECTDF3552821331,9e6768cd07baea21afa13758b4be210a,dbit
63354edff581aaa6f840f43537365c80,pt,797.51,2024-01-11 15:56:08,DEFAKE408179006595163911,b207e03abf14e77f533f889bcde231bc,crdt
6558650835e4ae8c731155c052b09783,po,975.07,2023-07-27 10:47:56,NLFAKEGJNQ6811842465,6c26553f73f98995e8a843dfe3b570e1,crdt
ffd3b07c57b45f4e063d20fc81a0c302,pt,890.6,2023-01-04 07:14:47,NLFAKEXQAT2819583378,805ce6d51a11336f659910ddd09d9f12,crdt
eda2459706a56778553a9f69f53d16f3,pt,824.26,2023-12-07 01:39:04,NLFAKEUJZP5711620159,c3504068c6568b1d8d0d8527794e0ed9,dbit
855f4c4cc43d28e738691acffbf4dc44,po,852.49,2023-04-08 11:37:38,NLFAKEMXNZ9845611607,588adf12a4b3db0b5dfc23505a1049aa,dbit
f4ab42f656117cbbd0f8d22a507383e4,pt,919.26,2023-07-12 04:21:47,NLFAKEQMWT7987081125,874855a9a8e15c514724073b08889e0c,crdt
d932031808b606220d2c5eed99ac1f7e,po,219.0,2023-02-02 13:02:33,NLFAKEZTNG5290067925,0608fd8d04857fde82e72695376de1c2,crdt
99b1d87a8c3121bf16b042e51c766ce6,po,25.41,2023-01-23 09:21:23,NLFAKEXQII0877380216,4691973da8afa4de54360c9d07cae8d6,dbit
046218d3d7828c10f36ce4a7201d1cd0,pr,615.71,2023-11-02 03:47:48,NLFAKESENO5999309236,3cf343e2778311c71532e54728442b0d,crdt
8fc7bd86c51b66e6e106eb93405c9e8a,po,402.18,2023-09-07 12:46:01,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
6cbca3bd5f5ff864006d48e8b3694e1d,pr,52.01,2023-11-04 15:00:57,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
5d1c146d48d052b7ec567886bc9c80e5,pt,599.19,2024-03-28 21:44:21,NLFAKEYVKB9862698336,a683b3b03b4eb8c9bcfd772e4c41dc40,dbit
89862fb7c4084cd8b77241034e04dd16,rf,850.55,2023-08-02 01:26:46,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
7668aec7af9adc9a15bd4863e99631e4,po,344.42,2024-03-20 12:14:35,NLFAKEHISP9776469948,5a71069bc67ee8c59273af41e5530eb8,crdt
dd392eae94d0effa0859f3a9a9ae2470,po,553.04,2023-02-22 13:39:46,NLFAKELFCV7666835516,c0234653ed6bcf8429237c7c8c8aec36,crdt
b23f45275600c35a52fa655e40311d8d,po,389.88,2023-05-25 00:09:18,NLFAKECBME1074726923,231ad1c471a10e73dc347d404b74018d,crdt
80b6ea6f50ddb9ccdee1c1226b2901ca,po,728.96,2023-04-14 08:43:14,NLFAKESRGU8064602491,3247dd6c333deed2c2f3a02ba68347e4,dbit
46916c58079223e4d98a67cbc31c571f,po,420.85,2023-07-28 06:16:29,NLFAKESMAB1687115811,681c1f66e7e42a89193a418bc8a09f87,crdt
00654bc9a5a7c643cdac0225a6aceda1,po,713.58,2024-01-07 12:53:27,NLFAKEPUNO1889280138,03d7964545659dc7ec8b5d4727b55224,dbit
410ffe64e993ec42d6b57619cfae64a9,po,607.65,2023-04-04 00:41:47,NLFAKEKPGX5474003259,9c67be99d15be9b3be6570a53ff04d80,crdt
a8f393195a85025219648e9c158bde1a,po,430.79,2023-12-12 07:41:58,NLFAKEOFSC4741099780,f71bc9103fbe23fc95ce66f8bc5fc968,crdt
44dd7f87927b233cd2938aad0f8060b9,at,49.13,2023-07-07 10:38:56,NLFAKECUKE7840270799,68087b71719b2bb49ea0370456e00561,crdt
7118f9e8a6fb2de146bc5394af8e370b,pt,232.55,2024-03-26 16:58:39,NLFAKEPWBJ1840520129,4201048f77dc57bb4dff5af49cce22fc,dbit
d8becea0cee010917c4209c526ad16a1,po,491.91,2023-03-10 12:42:09,NLFAKERRBV4935045144,c59f8776aea90985fc5c7543a004172f,dbit
f5298d169c53a0963c60b70d9b45559c,pt,310.14,2024-02-07 02:24:25,NLFAKEWTIZ3009851128,464f8f69821878f0a57b549462cbe5c2,crdt
71b89e572efab58d17e48d072f7ecd08,pt,900.49,2024-02-26 15:17:54,NLFAKEBUSW9034438904,fa0c3ea652f8755db41d3d53b0cb4b22,crdt
c267c78f3a3ac27e4b7b206a46b038a3,pr,884.68,2024-02-26 02:27:43,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
9ba05b35f1c4226c239cc6bb59fafcf9,po,868.13,2023-04-05 17:56:48,NLFAKEAWAP6857069218,9bca0ea0ac76d9713470bbd56d0488d6,crdt
fe597b1a969bdb273e6090453d4bc332,po,236.54,2023-09-08 23:20:52,PLFAKE691109348704959707005746,9f18a596bb97020f80b278266fcde56e,crdt
92b6b2725a6a1bb7edab1a6ab34cb54f,pt,824.05,2024-04-09 13:45:17,NLFAKENWMX8934620607,468d072d08b39bf9314d71a26c1327d4,crdt
e485f8d0563465dad9286a474fdd3415,po,237.02,2023-12-11 09:59:15,NLFAKEZMWT5021188036,bd8c1320d88f1b59a4a68d9cc03af141,dbit
fd8f9780159b99a5616e62f70e484795,po,597.48,2023-04-05 06:05:30,NLFAKEEGFI7060140495,efb36807a1b658f60bb0e2bb46b24a6a,crdt
30c00fff871732da57971e657c29a851,pt,213.92,2023-01-26 09:14:48,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
722abaf57d0f3f7bdb92a385ed9b07da,po,678.22,2023-11-17 13:15:38,NLFAKEDTPA3154404612,32c04cafb4dd8c59642381684387f47d,crdt
09a007b3cfeca7ad9002b8cf1bbdaa53,po,228.96,2023-08-28 07:02:42,NLFAKEOQAH8741998811,263aa261f2bdacc0222858de3bfae13a,crdt
d4845be1ce0fb2414da51ad838b8603f,pr,85.23,2023-01-05 12:59:44,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
d36b9c9f890cb4e13a4952c55690d298,po,968.47,2024-01-03 04:21:43,NLFAKEAYHI8757977936,cb71f466c3df5c8744984114f00b9a76,dbit
dccb8a2402b14085f954ae5170c11d51,pt,279.74,2023-06-01 09:16:26,,,dbit
c2c5f572f4062e827644ce23bed02903,pr,626.98,2023-06-26 18:50:52,,,dbit
baaef6ce6492667ed0523de392444162,po,911.17,2024-04-09 08:53:57,NLFAKEFMYD8384547531,3f1165211482ccdd460433c570259a20,crdt
2f942968e838e0d426d33416ae4cd113,rf,74.44,2024-04-06 16:54:36,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,dbit
46e2156fade7c7a50f8750e57ef80631,pr,649.06,2023-03-25 10:41:16,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,dbit
b6aeb86a408a0e8bdee69a60f523dad8,pt,702.39,2023-10-18 07:07:41,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
2904c6517a8d24bd458e205774f28102,pt,327.68,2023-03-20 00:13:41,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
99b1d87a8c3121bf16b042e51c766ce6,pt,462.66,2023-12-27 14:55:17,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
fab296e10b329ae2a1ff9517241be508,po,795.52,2024-04-01 12:33:24,DEFAKE594397485866998794,4c6ed8b37351d7ac89efb3e9dd61a5b9,crdt
ba1704685df0d689f9f78bc9f881db31,po,645.47,2023-05-27 13:17:52,NLFAKEPFFC4645135486,07fbf9ba52e1f8d2f685a6421c610ea8,dbit
6edde2b9f46150d14fbd6c36e2ede0fc,po,518.24,2023-10-14 16:02:11,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,crdt
9ee5a70e52623cc5bb4b826af76f3801,rf,865.89,2023-04-26 06:41:40,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
011e43f1ee5839c5c6f103116a37dbd3,pt,756.28,2023-07-03 08:08:16,NLFAKEHEDK7262671715,fe60d793094fd18411a50e98d1544025,dbit
5c5756396f3821a420e011f4ed9054d2,po,518.44,2023-12-19 15:00:03,NLFAKEPDOB3648805940,ce93e011471da09c7c656a47edee369a,crdt
5cbcd5cee11623ec783ede49a5ff7311,po,433.83,2023-06-16 09:19:12,NLFAKEUUOG9730200166,21703fb446d5c1095d96cc6deabf9088,dbit
1eec5a42e167a4f36f95755695a99dc2,pt,414.29,2023-07-24 14:42:14,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,dbit
01b0e89a0fa9b81f797fbd73a8c252d1,pr,112.56,2023-10-27 17:49:12,NLFAKEMPKW9433475864,ae5902e603831d01b1b4a7d184ebd92d,crdt
80b6ea6f50ddb9ccdee1c1226b2901ca,po,733.4,2023-03-08 05:00:12,NLFAKEOLDI6800397740,e2afdb9d5a3b02777e8b6e56fcdd3087,crdt
6d92d0d9aaf2bc0c08b3fa198bfa2bb7,pt,922.1,2023-10-07 07:32:37,NLFAKEJBLP8628858594,2b8d142278a75bc46ea3c0b294ec646c,crdt
603e5819684da5b5333c7e68da4f19d9,pt,350.75,2024-02-18 10:35:39,NLFAKEQMWT7987081125,874855a9a8e15c514724073b08889e0c,crdt
e7722e339cdf73136684417fd29aaa87,pr,892.19,2023-10-19 15:53:29,NLFAKEDTMJ6592739193,3ebc651fd64cf3c4dcb0e3b3cff036f4,dbit
1c819f7894f499441af98de3761f0f56,po,326.92,2023-07-02 17:47:53,NLFAKEWDCU2837013426,3cf2461c559dbe345d96535ddf74f069,crdt
5e35a7b2a1cfd926b2f7c34f30747f76,po,93.28,2023-07-29 10:00:03,NLFAKEAUKA6916875351,1a965abb7ba3cd599f1b7c24dd614119,crdt
81aaf236aa06029c66e08d901a61ce26,po,75.96,2023-05-15 09:19:52,NLFAKEECLE7072057581,b3f6c5bd98dc1b066eaaee1b53c66787,dbit
749677ed10bfdff75bb2c14bc60da030,pt,297.85,2023-03-08 16:06:21,NLFAKENFHG2488092956,4399cfebbc291ce8f719b63a6c9d011e,crdt
a1de6319833260ff4b3f0d4188505cac,pt,576.16,2023-09-09 07:36:26,NLFAKESENO5999309236,3cf343e2778311c71532e54728442b0d,crdt
86db18fe25dd082353e318bc080b726b,pt,273.04,2023-10-02 02:42:07,NLFAKEKCDA1699500638,8455b16333fba3ffce30603bada467e7,crdt
83d8552fcb9b7f5dc791f9f21d410e04,pt,277.71,2024-04-16 10:21:46,NLFAKESRUD2642467356,408fb8ca29b1d661f9b689e51f53c136,dbit
001893bc8e10aa30ca9d12d39084c1bb,po,517.5,2023-11-28 10:28:16,GBFAKEVIMH61074449644599,04f45241769021e242ffad19ead0243f,dbit
d3bd89e948360bfc93afb63a3c390d22,po,760.52,2023-04-13 07:02:43,NLFAKECMWT6872717001,fe4c08d857d65bc466267ec69d58591f,crdt
45eef286fccf2ed8cd7dbf1d3a98f899,pt,966.13,2024-02-02 04:19:34,NLFAKEZNEP7601041224,5f59ddb1b931b76236ca8ff7b1025bb7,crdt
afc7f19ee9472a9fae1e03546eb100cd,po,360.76,2023-08-12 14:42:13,NLFAKEDVEI5076923947,070a550018be1a5811720ae9319d0d81,crdt
c8db24ed73be16060387eddb9054bb96,pt,303.91,2023-12-07 11:23:48,NLFAKEPVDI0067410869,7662e90dad54b4259685a1349d447355,crdt
ff69ea28d26a118a8f97145524114140,po,349.89,2024-04-01 11:23:04,NLFAKEMBUD5679412289,533badb5807535498645fbaf6f89161c,crdt
40656fcb1dcdcd3d6320295b4fb7474f,po,93.97,2023-08-01 20:43:42,NLFAKEDPBN0764810310,9dbb2db460ac9fea5e8f59167499d41b,dbit
f7596e874f252c7cc29f215426e0c13c,po,357.98,2023-10-05 10:34:03,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
1db7d1dd40affb4c0afaab03d56c5a43,po,57.38,2024-02-06 09:57:30,NLFAKEFERB1225339594,5ad3994dfd859a05a9338f3cf46b3b92,crdt
a3563a66dd18fe9dcbea8e70d4370308,pr,960.55,2023-02-08 10:33:12,NLFAKECEEL8030265900,16f80307f001eb088d12c898df298fda,crdt
cf83dd0fdbb0110664be17853fc31ad5,po,523.06,2023-01-09 23:02:12,NLFAKEAARQ9633806702,86deda3fc7ffea286d8b2d11611ae642,dbit
948a58f848e096382dc3e3d1f8616e2e,po,284.28,2023-12-02 01:51:40,NLFAKERKPC6946182294,85924238df3debf35030b518382c749d,crdt
69d3864803fc8f6749939f60aade3f74,po,796.6,2023-02-02 11:38:08,NLFAKEYXEM9596618172,f64659f074348388506732513c1896a1,crdt
d3bd89e948360bfc93afb63a3c390d22,pt,53.77,2024-02-07 10:47:29,NLFAKEHAHF8269937995,3b0812c7a9d5ff5b6f32a36a76d5ea3a,dbit
c43e636891e0cc2ab5377c46a17fc326,po,857.12,2023-05-15 16:35:57,NLFAKENDON0842981884,b560d8723f84c6e864557ee3df28fe15,crdt
d0afd8839d773dc01e09f2d0150e0647,at,602.75,2023-07-19 12:55:45,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
32c030f453bdb8e98c04125f0cbec3d5,po,630.21,2023-05-14 17:14:26,NLFAKEKIOW7806846540,5dcce2d5f96821e1efd05b31e0f3d5c0,dbit
e9d0e012b2eadd84dcc70684cce5cf40,pt,405.06,2023-06-26 08:41:25,NLFAKEYXNE1709015724,f436f2715bfddb939d26785472076e3f,crdt
162147e3aef55298279ad72e794b8b62,po,912.92,2023-12-12 05:07:02,NLFAKESOMQ2005979735,b0765f87406fe203796f6fca6baef245,crdt
a8a6329630897fe7915b83c3ebc0e14f,po,845.05,2023-01-06 10:47:27,NLFAKEZWAN6329312363,86aa65017dcc8f35c8afa99c69fd398c,dbit
83cef2cb4ba3701475857c7494ece496,po,51.39,2023-10-11 09:26:01,NLFAKEDESD2837819615,d5c91d6bf758c7d354fc7bc153a3f2fb,dbit
6f346dfa057c58a6324781e552ea1d87,po,94.76,2023-07-14 21:13:37,NLFAKEKQVF8685572989,5c10fa7ab74accb573731f8f8b2a3f16,dbit
764797bb6bcbdb843eaf9b75886c05aa,po,155.55,2023-05-24 23:06:18,NLFAKEIKTV1530284822,dd24d16b9c3d66e48bcc944d07ccddc5,crdt
1c3c038397151a5685f0d8583b5b9533,pt,532.67,2024-01-05 09:22:52,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
8f3950ba71d2a348a6c7890f091a52f0,pt,523.65,2023-01-23 08:52:24,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
4c2713ed5dae52d2fc47df378d8b1a85,pt,915.62,2023-12-07 08:24:52,NLFAKEKUGT0476601950,7185e894587d800499d6020c8d0cfbc4,crdt
73962dfcd64840584f25069439852b1b,pr,166.79,2023-11-21 07:37:03,NLFAKEUKUA1975102306,60cf6cd3809a38f59eae14e34f8d6f0b,crdt
9e38edce3d26c6e01aa5350d781c070c,po,150.06,2023-07-12 06:15:06,DEFAKE616138601997159601,78850056f00258f7c7403fdbb57cba1e,crdt
f882a93b284cf57ed4c102d9d38cffd3,pt,595.95,2023-12-22 10:21:39,,,crdt
b811802dea548cf8972ad44d5774878e,pt,138.41,2023-08-09 09:19:42,NLFAKESMAB1687115811,681c1f66e7e42a89193a418bc8a09f87,crdt
f8cf580e9cac4f9cdf3b6d74b75a3f89,pt,372.12,2023-03-03 16:33:59,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
34ceeb8edaa171fdbdafbc0771add402,pt,695.35,2024-04-11 08:02:42,NLFAKEIOKN0332906285,f2ed9351c68dda5dd2bfce212dd04138,dbit
69b4204edc73544d88880cd4b2e23780,po,567.75,2023-12-05 02:23:49,NLFAKEWQUG4239309729,9624899c702b5e2ed43a03688dc2419a,crdt
bed982a7d1f09a7fa96a553cfdd47fce,pt,363.22,2023-05-23 07:14:33,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
00557cda50fb338ba418385a876b7976,po,251.7,2024-02-19 11:59:44,NLFAKEXKHO6400329493,317a8c68d346812b8c0b3da116e9568c,dbit
92a4352bca05efaaf32f9818884a19a9,po,401.97,2024-01-11 23:03:51,NLFAKEBOVJ5384186501,223c239485b29c93d1f2aadcdbde7544,crdt
5a71dcd3c06b5ff441121c9f4a643148,po,478.31,2023-05-07 20:37:44,NLFAKETWCA6422908561,97c1262e9b942385ed4750c0f2b1ec03,dbit
e32ec3c3f2cdecda140a22c1f42dd001,pt,124.47,2024-01-02 12:57:54,NLFAKESRUD2642467356,408fb8ca29b1d661f9b689e51f53c136,dbit
29f2ab3cda07ebdb81a37d885e0639f8,po,991.57,2023-04-16 12:38:10,NLFAKECWVR0378129784,459dea28c36685447db8966f35aaea28,crdt
3b3d4cb87e8f6bb3d6debe3338e22c45,po,883.41,2023-12-24 22:22:11,NLFAKEAARQ9633806702,86deda3fc7ffea286d8b2d11611ae642,dbit
3e3d46efc6439a7fa01f6bb5ce966034,pt,769.14,2023-09-26 14:21:29,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
55a77bcb9e3a5b511daf7233974786a3,rf,577.19,2023-09-08 23:20:52,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
c1ef15b7d66e3d6e8fe5d12b1a7c3a9c,pt,827.46,2023-05-30 09:46:21,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
99b1d87a8c3121bf16b042e51c766ce6,pr,250.19,2023-09-02 01:33:51,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,dbit
87398053b27fffde0cdaf2cda5893e66,pt,183.81,2023-02-05 15:09:01,NLFAKERXFJ1961890064,466655f76db04c6386fa6d8c51e22cf3,crdt
9f9587873e926ceeeab30d132ef252c4,po,465.24,2023-05-10 10:19:30,NLFAKEZZKR1791961022,7d7837c4818540afaf65bfa4a04693dd,dbit
4e8520d1075aae7f992964d544190b15,pt,210.39,2023-04-04 05:12:52,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
56eade0df25102c581e0e8d089d8b4c2,po,932.29,2024-03-13 06:46:33,DEFAKE579353139923005794,6c69f2d14a95571a74351b623aba9569,crdt
c2f04ca8bde237df42caead8f2831636,po,740.4,2023-11-17 14:51:18,NLFAKEVXGR1250973092,0acf7e1a8583b2c599afdeacb18a4383,dbit
97ada97370aa7be2088817b4ab6f3095,po,42.33,2023-05-16 13:34:09,NLFAKECWVR0378129784,459dea28c36685447db8966f35aaea28,crdt
900f6866602e93dabbc047a009d5c9e9,po,718.16,2023-03-04 12:26:40,NLFAKEUZNA0068030737,5dd338a3d5f046b6b19f6c0ec86c7725,crdt
110d33166905c6faf05b2c6d60f907ec,po,302.3,2023-06-21 14:49:54,NLFAKESEXO4693867770,788d6c184bf95e6035ac3ceba18d0607,crdt
104cd7f16912450d64122b660dd72f45,po,610.13,2023-09-22 07:10:17,PTFAKE924150656610466685950,510dc3e50ad9eda17259b9091d611b4d,dbit
02665b2dd40769b3bf415f9af6ac86c9,po,319.85,2023-12-31 11:15:23,NLFAKEGCOL1286881045,51376da34783d050770fb06702fa9c79,crdt
65da0e059585bc278c9badd818eaf5dc,pt,560.71,2023-11-20 17:20:14,NLFAKEYAPJ0323111474,513b47644939b28fee00b21888e0ec3b,crdt
b8be7b0399aa8d6c4d812a9181e43fbd,po,564.18,2023-07-27 17:05:17,NLFAKEUCOR6379416626,3dd1b78d67c05ba43591b3788ad3094a,crdt
4773f541858aa08e15c3e30aa49c9cc7,po,936.11,2023-07-01 12:25:47,NLFAKERQMQ5463771357,c8df175f1ea4150cfd05ae9ffac60441,crdt
00a9c3372c67c267ad85c6b365a9b444,po,997.89,2023-09-18 07:29:11,NLFAKEEWNF5848802478,fa63d06521d87ca9c988a3cb43f5155d,dbit
db0682083824b0a543b1daaa9a6fb8f2,po,625.73,2024-04-02 06:14:00,NLFAKEIOOH5664179856,6035104ec8e5f2f3954fdc872ebed84d,crdt
5ff81c7f0a96ae3a8396057a6a15a50a,pr,911.07,2023-01-02 15:13:44,NLFAKEZTNG5290067925,0608fd8d04857fde82e72695376de1c2,dbit
973b6ca6894fff75043b893df78302fc,pr,715.64,2023-07-08 10:15:47,NLFAKERENZ1754147866,2e40e1eae475bad332e657a876f120e4,crdt
